"año","estacion","date","O3","PM10","PM2.5","NO","NO2","NOX","CO","SO2","TOUT","RH","WSR","WDR","PRS","RAINF","SR"
2024,"SE3",2024-04-06 20:00:00,32,54,6,2,4,6,1.94,4.1,22.54,79,1.5,51,727.7,0,0.037
2024,"SE3",2024-04-06 21:00:00,25,57,8,2.7,9.1,11.9,1.98,4.5,22.15,80,1.1,61,727.1,0,0.037
2024,"SE3",2024-04-06 22:00:00,27,65,8,2.1,5.8,7.8,1.95,4.3,21.18,83,1.5,30,726.8,0,0.037
2024,"SE3",2024-04-06 23:00:00,19,51,11,2.5,6.6,9.1,1.97,4.3,20.15,86,1.7,302,727,0,0.037
2024,"SE3",2024-04-07,10,53,9,5.9,17.1,22.9,2.03,4,20.07,87,2.1,307,727.2,0,0.037
2024,"SE3",2024-04-07 01:00:00,9,60,11,5.1,16,21.1,2.08,4,19.78,88,1.9,285,727.7,0,0.042
2024,"SE3",2024-04-07 02:00:00,10,66,10,12.6,17.3,29.9,2.28,4,21.56,83,1.6,271,728.2,0,0.163
2024,"SE3",2024-04-07 03:00:00,24,98,22,5.8,9,14.8,2.18,4.5,24.08,71,13.9,326,728.8,0,0.317
2024,"SE3",2024-04-07 04:00:00,34,109,21,3.6,4.6,8.3,2.11,4.7,26.34,58,18.7,336,729.2,0,0.482
2024,"SE3",2024-04-07 05:00:00,39,132,17,3.4,4.1,7.4,2.13,4.4,27.89,49,16.4,336,729.5,0,0.614
2024,"SE3",2024-04-07 06:00:00,46,96,18,2.9,4.1,7,2.16,4.6,29.74,41,14,338,729.5,0,0.624
2024,"SE3",2024-04-07 07:00:00,49,72,27,2.5,3.6,6,2.14,4.6,30.14,40,11.6,359,729.1,0,0.466
2024,"SE3",2024-04-07 08:00:00,55,67,9,2.4,3.3,5.7,2.17,4.5,31.69,33,6,328,728.5,0,0.509
2024,"SE3",2024-04-07 09:00:00,52,49,25,2.6,3.9,6.5,2.17,7.5,31.67,34,6.7,79,728.1,0,0.471
2024,"SE3",2024-04-07 10:00:00,52,71,19,2.4,3.5,5.9,2.17,6.1,30.59,35,11.4,55,727.8,0,0.348
2024,"SE3",2024-04-07 11:00:00,58,77,10,2.3,3,5.2,2.21,5.1,30.66,29,12.2,58,727.7,0,0.365
2024,"SE3",2024-04-07 12:00:00,58,79,14,2.3,4,6.3,2.27,4.8,30.5,28,9.5,64,727.9,0,0.218
2024,"SE3",2024-04-07 13:00:00,52,80,14,2.1,5.9,8,2.25,4.4,29.54,29,7.5,60,728.2,0,0.079
2024,"SE3",2024-04-07 14:00:00,41,91,10,2.2,11.9,14.2,2.35,4.8,28.14,34,6.9,72,728.7,0,0.037
2024,"SE3",2024-04-07 15:00:00,33,94,5,3.1,10,13,2.24,4.8,26.32,48,7,114,729,0,0.037
2024,"SE3",2024-04-07 16:00:00,32,83,9,2.7,8.3,11,2.28,4.1,25.53,57,6.8,112,729.2,0,0.037
2024,"SE3",2024-04-07 17:00:00,29,70,12,2.9,8.8,11.7,2.21,4.1,24.56,61,4.9,130,729.1,0,0.037
2024,"SE3",2024-04-07 18:00:00,28,62,9,2.5,8.5,11,2.23,4,23.97,63,2.2,153,728.9,0,0.037
2024,"SE3",2024-04-07 19:00:00,30,68,10,2.2,6.2,8.3,2.16,4,23.91,63,1.5,143,728.8,0,0.037
2024,"SE3",2024-04-07 20:00:00,30,64,11,2,5,7,2.09,4,23.54,64,3.3,110,728.7,0,0.037
2024,"SE3",2024-04-07 21:00:00,30,55,13,2.2,3.6,5.8,2.04,4.1,22.92,67,3.5,95,728.2,0,0.037
2024,"SE3",2024-04-07 22:00:00,26,51,10,2.1,4.8,6.9,2.01,6.9,22.46,72,5.4,82,727.5,0,0.037
2024,"SE3",2024-04-07 23:00:00,21,53,15,2.1,7.5,9.6,1.96,6.5,21.33,81,1.9,45,727.2,0,0.037
2024,"SE3",2024-04-08,19,59,19,2.2,6.7,8.9,1.97,4.5,20.69,85,1.8,5,727.1,0,0.037
2024,"SE3",2024-04-08 01:00:00,17,65,19,2.5,7.6,10.1,2.02,4.1,20.52,86,2.1,13,727,0,0.044
2024,"SE3",2024-04-08 02:00:00,13,62,17,5.5,12.2,17.8,2.24,4.4,21.13,87,0.8,81,727.2,0,0.055
2024,"SE3",2024-04-08 03:00:00,15,87,21,6.8,12.2,19,2.2,4.8,21.75,85,1.1,88,727.5,0,0.071
2024,"SE3",2024-04-08 04:00:00,20,91,24,4.3,6.5,10.8,2.19,4.5,22.59,82,1.5,185,727.6,0,0.136
2024,"SE3",2024-04-08 05:00:00,26,78,21,4.3,5.5,9.9,2.2,4.2,24.49,74,2.1,163,727.3,0,0.418
