"año","estacion","date","CO","NO","NO2","NOX","O3","PM10","PM2.5","PRS","RAINF","RH","SO2","SR","TOUT","WSR","WDR"
2025,"SO",2025-04-03 23:00:00,0.14,12.4,21.2,33.6,8,129,18,NA,NA,NA,8,NA,NA,NA,NA
2025,"SO",2025-04-04,0.18,46.2,30.4,76.5,3,82,22,NA,NA,NA,9.2,NA,NA,NA,NA
2025,"SO",2025-04-04 01:00:00,0.95,61.1,31.8,92.9,3,86,24,NA,NA,NA,7.5,NA,NA,NA,NA
2025,"SO",2025-04-04 02:00:00,1.51,95.2,47.9,143.1,19,129,29,NA,NA,NA,8.4,NA,NA,NA,NA
2025,"SO",2025-04-04 03:00:00,0.2,10.9,32.6,43.6,40,158,13,NA,NA,NA,8.3,NA,NA,NA,NA
2025,"SO",2025-04-04 04:00:00,NA,7.1,14.3,21.4,47,100,9,NA,NA,NA,6.6,NA,NA,NA,NA
2025,"SO",2025-04-04 05:00:00,0.11,8.5,20.4,28.9,56,65,10,NA,NA,NA,6.3,NA,NA,NA,NA
2025,"SO",2025-04-04 06:00:00,0.79,7,18.1,25.1,72,66,9,NA,NA,NA,6.2,NA,NA,NA,NA
2025,"SO",2025-04-04 07:00:00,0.11,7.5,22.9,30.4,94,58,12,NA,NA,NA,7.3,NA,NA,NA,NA
2025,"SO",2025-04-04 08:00:00,0.1,4.9,12.6,17.5,105,74,11,NA,NA,NA,6.5,NA,NA,NA,NA
2025,"SO",2025-04-04 09:00:00,0.43,4.2,12.2,16.3,116,68,11,NA,NA,NA,7,NA,NA,NA,NA
2025,"SO",2025-04-04 10:00:00,NA,4,8.1,12.2,95,59,NA,NA,NA,NA,10.4,0,NA,NA,NA
2025,"SO",2025-04-04 11:00:00,NA,3.8,8.9,12.7,89,53,10,NA,NA,NA,10.9,0,NA,NA,NA
2025,"SO",2025-04-04 12:00:00,0.17,5.6,10.5,16.1,65,53,10,NA,NA,NA,6.7,0,NA,NA,NA
2025,"SO",2025-04-04 13:00:00,0.14,5.7,17.7,23.3,43,52,11,NA,NA,NA,6.5,0,NA,NA,NA
2025,"SO",2025-04-04 14:00:00,0.08,3.6,14.3,17.9,38,66,12,NA,NA,NA,6.3,0,NA,NA,NA
2025,"SO",2025-04-04 15:00:00,0.08,3.9,15.6,19.4,21,66,13,NA,NA,NA,5.8,0,NA,NA,NA
2025,"SO",2025-04-04 16:00:00,0.08,4.3,16.3,20.6,14,68,12,NA,NA,NA,5.6,0,NA,NA,NA
2025,"SO",2025-04-04 17:00:00,0.17,5.4,19.5,25,7,62,12,NA,NA,NA,5.5,0,NA,NA,NA
2025,"SO",2025-04-04 18:00:00,0.11,4.7,15.6,20.3,10,58,13,NA,NA,NA,5.5,NA,NA,NA,NA
2025,"SO",2025-04-04 19:00:00,0.06,3.3,15.9,19.2,9,55,13,NA,NA,NA,5.3,NA,NA,NA,NA
2025,"SO",2025-04-04 20:00:00,0.12,4,19,23,5,55,14,NA,NA,NA,5.3,NA,NA,NA,NA
2025,"SO",2025-04-04 21:00:00,0.3,5.5,22.7,28.1,1,59,15,NA,NA,NA,5.1,NA,NA,NA,NA
2025,"SO",2025-04-04 22:00:00,NA,5.7,20.1,25.8,3,58,17,NA,NA,NA,5.1,NA,NA,NA,NA
2025,"SO",2025-04-04 23:00:00,0.09,3,15.8,18.8,7,63,20,NA,NA,NA,5,NA,NA,NA,NA
2025,"SO",2025-04-05,NA,3,13.5,16.4,14,62,12,NA,NA,NA,5.6,NA,NA,NA,NA
2025,"SO",2025-04-05 01:00:00,NA,4.5,16.3,20.8,12,46,9,NA,NA,NA,6.4,NA,NA,NA,NA
2025,"SO",2025-04-05 02:00:00,0.22,8,13.5,21.5,13,51,8,NA,NA,NA,6.3,NA,NA,NA,NA
2025,"SO",2025-04-05 03:00:00,NA,10.6,16,26.6,14,51,7,NA,NA,NA,6.2,NA,NA,NA,NA
2025,"SO",2025-04-05 04:00:00,0.21,12,13.9,25.9,22,46,7,NA,NA,NA,6.2,NA,NA,NA,NA
2025,"SO",2025-04-05 05:00:00,0.08,10.7,14.2,24.8,30,50,9,NA,NA,NA,6.3,NA,NA,NA,NA
2025,"SO",2025-04-05 06:00:00,0.05,7.4,12.7,20.1,44,56,10,NA,NA,NA,6,NA,NA,NA,NA
2025,"SO",2025-04-05 07:00:00,NA,6.7,10.7,17.5,53,74,10,NA,NA,NA,5.8,NA,NA,NA,NA
2025,"SO",2025-04-05 08:00:00,0.2,5.3,11.1,16.4,63,72,NA,NA,NA,NA,5.6,NA,NA,NA,NA
2025,"SO",2025-04-05 09:00:00,NA,5.1,10.6,15.7,67,65,NA,NA,NA,NA,5.4,NA,NA,NA,NA
2025,"SO",2025-04-05 10:00:00,NA,5.6,8.4,13.3,69,76,9,NA,NA,NA,5.3,NA,NA,NA,NA
2025,"SO",2025-04-05 11:00:00,NA,5,8.7,13.7,71,66,9,NA,NA,NA,5.3,NA,NA,NA,NA
2025,"SO",2025-04-05 12:00:00,NA,3,9.1,12.1,68,57,10,NA,NA,NA,5.2,NA,NA,NA,NA
2025,"SO",2025-04-05 13:00:00,NA,3.4,7.2,10.6,48,53,8,NA,NA,NA,5.3,NA,NA,NA,NA
2025,"SO",2025-04-05 14:00:00,0.06,2.9,6.9,9.7,45,50,8,NA,NA,NA,5.1,NA,NA,NA,NA
2025,"SO",2025-04-05 15:00:00,NA,3.5,8.6,12.1,44,58,NA,NA,NA,NA,5.4,NA,NA,NA,NA
2025,"SO",2025-04-05 16:00:00,0.07,3,6.9,9.8,43,62,7,NA,NA,NA,5.1,NA,NA,NA,NA
2025,"SO",2025-04-05 17:00:00,NA,2.9,6.6,9.4,41,57,5,NA,NA,NA,4.8,NA,NA,NA,NA
2025,"SO",2025-04-05 18:00:00,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,"SO",2025-04-05 19:00:00,NA,2.7,3.9,6.6,39,38,4,NA,NA,NA,4.6,NA,NA,NA,NA
2025,"SO",2025-04-05 20:00:00,NA,2.4,3.2,5.7,40,33,4,NA,NA,NA,4.8,NA,NA,NA,NA
2025,"SO",2025-04-05 21:00:00,NA,2.2,3.1,5.3,40,36,4,NA,NA,NA,5.2,NA,NA,NA,NA
2025,"SO",2025-04-05 22:00:00,NA,2.3,3.6,5.9,35,38,5,NA,NA,NA,5.2,0,NA,NA,NA
2025,"SO",2025-04-05 23:00:00,NA,2.3,5.8,8.1,27,36,4,NA,NA,NA,5.2,NA,NA,NA,NA
2025,"SO",2025-04-06,NA,2.1,7.6,9.8,21,31,5,NA,NA,NA,5.3,0,NA,NA,NA
2025,"SO",2025-04-06 01:00:00,NA,2.3,8.8,11,18,29,5,NA,NA,NA,5.3,0,NA,NA,NA
2025,"SO",2025-04-06 02:00:00,NA,2.9,8.6,11.5,19,29,4,NA,NA,NA,5.3,0,NA,NA,NA
2025,"SO",2025-04-06 03:00:00,NA,3.9,9.4,13.3,19,27,4,NA,NA,NA,5.3,0,NA,NA,NA
2025,"SO",2025-04-06 04:00:00,NA,6.9,9.2,16.1,22,28,4,NA,NA,NA,5.4,0,NA,NA,NA
2025,"SO",2025-04-06 05:00:00,NA,6.7,8.4,15.1,24,34,4,NA,NA,NA,5.4,0,NA,NA,NA
2025,"SO",2025-04-06 06:00:00,NA,6.8,8.8,15.6,26,35,5,NA,NA,NA,5.4,0,NA,NA,NA
2025,"SO",2025-04-06 07:00:00,NA,6.2,8.3,14.4,30,33,6,NA,NA,NA,5.4,0,NA,NA,NA
2025,"SO",2025-04-06 08:00:00,0.21,5.7,7.4,13.1,35,33,6,NA,NA,NA,5.1,0,NA,NA,NA
2025,"SO",2025-04-06 09:00:00,NA,5.4,7.4,12.7,39,32,NA,NA,NA,NA,5.1,0,NA,NA,NA
2025,"SO",2025-04-06 10:00:00,0.06,6.1,7.9,14,40,34,NA,NA,NA,NA,5.4,0,NA,NA,NA
2025,"SO",2025-04-06 11:00:00,NA,4.7,7.8,12.5,40,32,5,NA,NA,NA,5.3,0,NA,NA,NA
2025,"SO",2025-04-06 12:00:00,0.1,3.7,8.7,12.4,35,30,5,NA,NA,NA,5.2,0,NA,NA,NA
2025,"SO",2025-04-06 13:00:00,NA,2.9,8.3,11.2,34,27,4,NA,NA,NA,5,0,NA,NA,NA
2025,"SO",2025-04-06 14:00:00,NA,3.3,9.3,12.4,32,23,5,NA,NA,NA,5,0,NA,NA,NA
2025,"SO",2025-04-06 15:00:00,NA,3.2,8.4,11.6,39,24,4,NA,NA,NA,4.9,0,NA,NA,NA
2025,"SO",2025-04-06 16:00:00,NA,2.4,6.9,9.3,45,26,4,NA,NA,NA,5.5,0,NA,NA,NA
2025,"SO",2025-04-06 17:00:00,0.25,2.8,7.6,10.3,46,28,4,NA,NA,NA,5.8,0,NA,NA,NA
2025,"SO",2025-04-06 18:00:00,NA,2.9,9.2,12.2,42,26,4,NA,NA,NA,5.8,0,NA,NA,NA
2025,"SO",2025-04-06 19:00:00,NA,2.3,9.1,11.5,41,24,4,NA,NA,NA,5.7,0,NA,NA,NA
2025,"SO",2025-04-06 20:00:00,NA,2.4,9.8,12,39,24,4.51,NA,0,NA,5.7,NA,NA,NA,360
2025,"SO",2025-04-06 21:00:00,NA,2.5,8.7,10.9,39,25,4.33,NA,0,NA,5.6,NA,NA,NA,NA
2025,"SO",2025-04-06 22:00:00,NA,2.5,18.5,20.7,23,23,4.59,NA,0,NA,5.5,NA,NA,NA,NA
2025,"SO",2025-04-06 23:00:00,NA,3.9,30.8,34.6,5,29,7.74,NA,0,NA,7.4,NA,NA,NA,NA
2025,"SO",2025-04-07,NA,7.2,32,39,5,31,8.5,NA,0,NA,6.7,NA,NA,NA,NA
2025,"SO",2025-04-07 01:00:00,0.18,20.6,33.8,54.4,4,39,11.81,NA,0,NA,7.5,NA,NA,NA,NA
2025,"SO",2025-04-07 02:00:00,0.46,50.6,37.4,88,7,74,18.87,NA,0,NA,7.4,NA,NA,NA,NA
2025,"SO",2025-04-07 03:00:00,NA,16.8,23.6,40.4,24,83,8.89,NA,0,NA,6.9,NA,NA,NA,NA
2025,"SO",2025-04-07 04:00:00,NA,9.2,13.5,22.5,38,60,8.4,NA,0,NA,7.2,NA,NA,NA,NA
2025,"SO",2025-04-07 05:00:00,NA,5.5,8.4,13.7,46,48,6.43,NA,0,NA,5.6,NA,NA,NA,NA
2025,"SO",2025-04-07 06:00:00,NA,8.6,14.5,22.9,44,43,9.62,NA,0,NA,6.1,NA,NA,NA,NA
2025,"SO",2025-04-07 07:00:00,NA,11.7,17.7,29.3,50,47,11.98,NA,0,NA,6.1,NA,NA,NA,NA
2025,"SO",2025-04-07 08:00:00,0.58,6.4,13.9,20.2,61,53,12.33,NA,0,NA,6.2,NA,NA,NA,NA
2025,"SO",2025-04-07 09:00:00,0.54,5.4,12,17.2,70,52,9.41,NA,0,NA,5.7,NA,NA,NA,NA
2025,"SO",2025-04-07 10:00:00,0.48,4.1,9.7,13.6,72,49,6.88,NA,0,NA,5.4,NA,NA,NA,NA
2025,"SO",2025-04-07 11:00:00,0.44,5.7,10.6,15.8,66,46,5.9,NA,0,NA,5.4,NA,NA,NA,NA
2025,"SO",2025-04-07 12:00:00,0.47,4.8,10.9,15.4,59,45,4.98,NA,0,NA,5.2,NA,NA,NA,NA
2025,"SO",2025-04-07 13:00:00,0.47,7,11.6,18.1,53,38,4.43,NA,0,NA,5,NA,NA,NA,NA
2025,"SO",2025-04-07 14:00:00,0.55,3.5,15.8,19,45,34,4.78,NA,0,NA,5,NA,NA,NA,NA
2025,"SO",2025-04-07 15:00:00,0.51,3.2,17.9,20.9,41,36,5.75,NA,0,NA,7.1,NA,NA,NA,NA
2025,"SO",2025-04-07 16:00:00,0.43,3,12.3,15.1,49,34,4.93,NA,0,NA,8.7,NA,NA,NA,NA
2025,"SO",2025-04-07 17:00:00,0.41,2.8,11.9,14.4,48,32,4.63,NA,0,NA,5.6,NA,NA,NA,NA
2025,"SO",2025-04-07 18:00:00,0.48,3.6,16.9,20.2,40,31,5.64,NA,0,NA,5.7,NA,NA,NA,NA
2025,"SO",2025-04-07 19:00:00,0.38,2.6,8.8,11.2,48,30,4.75,NA,0,NA,5.8,NA,NA,NA,NA
2025,"SO",2025-04-07 20:00:00,0.39,2.8,9.9,12.5,41,25,5.28,NA,0,NA,5.4,NA,NA,NA,NA
2025,"SO",2025-04-07 21:00:00,0.67,23.1,39.9,62.8,6,35,14.82,NA,0,NA,7.2,NA,NA,NA,NA
2025,"SO",2025-04-07 22:00:00,0.61,28.1,39.8,67.8,3,65,16.27,NA,0,NA,6.7,NA,NA,NA,NA
2025,"SO",2025-04-07 23:00:00,0.59,48.9,40.5,89.3,3,73,18.99,NA,0,NA,6.3,NA,NA,NA,NA
2025,"SO",2025-04-08,0.67,46.1,39.9,85.9,3,80,21.15,NA,0,NA,6,NA,NA,NA,NA
2025,"SO",2025-04-08 01:00:00,1.02,58,39.3,97.2,2,93,21.94,NA,0,NA,6.4,NA,NA,NA,NA
2025,"SO",2025-04-08 02:00:00,2.11,128.2,53.1,181.3,9,123,30.78,NA,0,NA,7,NA,NA,NA,NA
2025,"SO",2025-04-08 03:00:00,0.97,16.2,38,54.1,33,137,16.62,NA,0,NA,6.3,NA,NA,NA,NA
2025,"SO",2025-04-08 04:00:00,0.54,7,14.8,21.7,51,98,7.67,NA,0,NA,5.6,NA,NA,NA,NA
2025,"SO",2025-04-08 05:00:00,0.47,6.2,11.4,17.4,57,50,5.07,NA,0,NA,5.3,NA,NA,NA,NA
2025,"SO",2025-04-08 06:00:00,0.39,6.3,7.9,13.8,63,38,5.15,NA,0,NA,5.1,NA,NA,NA,NA
2025,"SO",2025-04-08 07:00:00,0.54,8.5,15.8,24.1,62,37,7.67,NA,0,NA,6.3,NA,NA,NA,NA
2025,"SO",2025-04-08 08:00:00,0.45,5.4,11.2,16.2,74,44,6.22,NA,0,NA,5.6,NA,NA,NA,NA
2025,"SO",2025-04-08 09:00:00,0.45,4.9,11.5,16.2,88,43,7,NA,0,NA,5.5,NA,NA,NA,NA
2025,"SO",2025-04-08 10:00:00,0.44,4.3,11.5,15.6,93,42,6.92,NA,0,NA,5.6,NA,NA,NA,NA
2025,"SO",2025-04-08 11:00:00,0.41,4.3,11,15,96,43,6.54,NA,NA,NA,5.7,0,NA,NA,NA
2025,"SO",2025-04-08 12:00:00,0.43,3.8,10.2,13.8,89,42,5.88,NA,NA,NA,7.2,0,NA,NA,NA
2025,"SO",2025-04-08 13:00:00,0.47,5.3,10.4,15.3,72,40,5.56,NA,NA,NA,6.3,0,NA,NA,NA
2025,"SO",2025-04-08 14:00:00,0.52,5.7,14.8,19.6,60,34,5.23,NA,NA,NA,6.3,0,NA,NA,NA
2025,"SO",2025-04-08 15:00:00,0.64,5.2,18.3,23.3,52,33,7.35,NA,NA,NA,6,0,NA,NA,NA
2025,"SO",2025-04-08 16:00:00,0.54,3.8,17.9,21.5,48,35,7.94,NA,NA,NA,5.6,0,NA,NA,NA
2025,"SO",2025-04-08 17:00:00,0.68,4.1,19,22.9,43,34,6.21,NA,NA,NA,5.5,0,NA,NA,NA
2025,"SO",2025-04-08 18:00:00,0.52,3.8,22.3,25.9,35,32,7.26,NA,NA,NA,6.8,0,NA,NA,NA
2025,"SO",2025-04-08 19:00:00,0.44,3,20.4,23.3,33,41,8.27,NA,NA,NA,6.9,0,NA,NA,NA
2025,"SO",2025-04-08 20:00:00,0.53,3,18.5,21.3,31,47,7.82,NA,NA,NA,7.9,0,NA,NA,NA
2025,"SO",2025-04-08 21:00:00,0.58,2.8,18.9,21.5,28,45,8.36,NA,NA,NA,8.8,0,NA,NA,NA
2025,"SO",2025-04-08 22:00:00,0.75,38.6,40.4,78.8,5,47,18.32,NA,NA,NA,8.2,0,NA,NA,NA
2025,"SO",2025-04-08 23:00:00,0.83,49.1,39.6,88.6,3,78,20.66,NA,NA,NA,7.2,0,NA,NA,NA
2025,"SO",2025-04-09,0.87,72.3,40.1,112.3,3,103,20.02,NA,NA,NA,7.1,0,NA,NA,NA
2025,"SO",2025-04-09 01:00:00,1.43,105.2,40.2,145.3,4,114,27.48,NA,NA,NA,7.1,0,NA,NA,NA
2025,"SO",2025-04-09 02:00:00,1.91,109.7,44.1,153.7,6,163,33.46,NA,NA,NA,8.1,0,NA,NA,NA
2025,"SO",2025-04-09 03:00:00,0.92,26.9,37.9,64.7,26,168,20.55,NA,NA,NA,8.5,0,NA,NA,NA
2025,"SO",2025-04-09 04:00:00,0.6,8.8,18.5,27.2,48,103,8.33,NA,NA,NA,6.2,0,NA,NA,NA
2025,"SO",2025-04-09 05:00:00,0.57,6.9,16.9,23.7,64,60,7.89,NA,NA,NA,6,0,NA,NA,NA
2025,"SO",2025-04-09 06:00:00,0.76,9,24.4,33.3,69,56,11.13,NA,NA,NA,7.9,0,NA,NA,NA
2025,"SO",2025-04-09 07:00:00,1,11.6,34.5,46,79,66,18.46,NA,NA,NA,10.6,0,NA,NA,NA
2025,"SO",2025-04-09 08:00:00,0.73,6.8,25.5,32.1,97,83,13.83,NA,NA,NA,8.6,0,NA,NA,NA
2025,"SO",2025-04-09 09:00:00,0.71,5.7,24.2,29.9,109,79,13.99,NA,NA,NA,8.6,0,NA,NA,NA
2025,"SO",2025-04-09 10:00:00,0.58,5,17.7,22.6,109,69,10.58,NA,NA,NA,7.4,0,NA,NA,NA
2025,"SO",2025-04-09 11:00:00,0.51,4.3,15.2,19.4,112,63,9.04,NA,NA,NA,8.3,0,NA,NA,NA
2025,"SO",2025-04-09 12:00:00,0.54,3.8,13.7,17.3,114,59,8.37,NA,NA,NA,9.1,0,NA,NA,NA
2025,"SO",2025-04-09 13:00:00,0.62,5.6,14,19.1,87,51,7.53,NA,NA,NA,6.1,0,NA,NA,NA
2025,"SO",2025-04-09 14:00:00,0.74,4.1,20.8,24.7,67,44,8.39,NA,NA,NA,5.4,0,NA,NA,NA
2025,"SO",2025-04-09 15:00:00,0.91,4.9,25.7,30.4,50,39,8.52,NA,NA,NA,5.6,0,NA,NA,NA
2025,"SO",2025-04-09 16:00:00,1,6.4,30.4,36.7,40,40,8.8,NA,NA,NA,5.5,0,NA,NA,NA
2025,"SO",2025-04-09 17:00:00,0.91,10.7,37.4,47.9,33,44,10.57,NA,NA,NA,5.7,0,NA,NA,NA
2025,"SO",2025-04-09 18:00:00,1.3,51.4,55.3,106.6,6,71,27.47,NA,NA,NA,10.7,0,NA,NA,NA
2025,"SO",2025-04-09 19:00:00,1.06,45.8,50.3,96,4,121,22.57,NA,NA,NA,9.3,0,NA,NA,NA
2025,"SO",2025-04-09 20:00:00,1.03,40.5,46.6,87.1,3,123,21.13,NA,NA,NA,7.8,0,NA,NA,NA
2025,"SO",2025-04-09 21:00:00,0.8,56,52.1,108,3,93,22.51,NA,NA,NA,7.5,0,NA,NA,NA
2025,"SO",2025-04-09 22:00:00,0.7,33.9,50,83.8,3,82,19.68,NA,NA,NA,6.8,0,NA,NA,NA
2025,"SO",2025-04-09 23:00:00,0.92,41.5,47.1,88.5,NA,73,17.9,NA,NA,NA,6.8,0,NA,NA,NA
2025,"SO",2025-04-10,0.97,46.7,45.2,91.9,2,79,20.24,NA,NA,NA,6.9,0,NA,NA,NA
2025,"SO",2025-04-10 01:00:00,1.86,134.9,49.7,184.6,4,99,28.98,NA,NA,NA,7.7,0,NA,NA,NA
2025,"SO",2025-04-10 02:00:00,2.79,180.9,56.4,237.3,6,160,35.62,NA,NA,NA,8.8,0,NA,NA,NA
2025,"SO",2025-04-10 03:00:00,1.65,75.3,61.1,136.2,17,215,28.67,NA,NA,NA,11.6,0,NA,NA,NA
2025,"SO",2025-04-10 04:00:00,0.88,13.7,42.4,56.1,53,160,16.61,NA,NA,NA,10.8,0,NA,NA,NA
2025,"SO",2025-04-10 05:00:00,0.66,8.1,17.5,25.4,62,98,8.28,NA,NA,NA,6.2,0,NA,NA,NA
2025,"SO",2025-04-10 06:00:00,0.72,11.2,29.1,40.2,62,62,10.74,NA,NA,NA,8.4,0,NA,NA,NA
2025,"SO",2025-04-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2025,"SO",2025-04-10 08:00:00,0.53,6.3,15.1,21.2,89,73,9.81,NA,NA,NA,6.5,0,NA,NA,NA
2025,"SO",2025-04-10 09:00:00,0.49,4.8,12.1,16.7,105,66,9.18,NA,NA,NA,6.4,0,NA,NA,NA
2025,"SO",2025-04-10 10:00:00,0.45,4.6,9.5,13.9,107,56,8.64,NA,NA,NA,8.9,0,NA,NA,NA
2025,"SO",2025-04-10 11:00:00,0.4,4.2,7.5,11.5,93,48,7.53,NA,NA,NA,12,0,NA,NA,NA
2025,"SO",2025-04-10 12:00:00,0.44,4.7,8.6,13,80,44,7.25,NA,NA,NA,11.1,0,NA,NA,NA
2025,"SO",2025-04-10 13:00:00,0.54,6.2,11.7,17.7,69,42,8.3,NA,NA,NA,15.9,0,NA,NA,NA
2025,"SO",2025-04-10 14:00:00,0.64,4.4,16.5,20.7,52,40,8.14,NA,NA,NA,9.6,0,NA,NA,NA
2025,"SO",2025-04-10 15:00:00,0.64,4.7,18.1,22.6,44,40,7.84,NA,NA,NA,6,0,NA,NA,NA
2025,"SO",2025-04-10 16:00:00,0.65,5.3,19.6,24.7,39,44,8.11,NA,NA,NA,6.1,0,NA,NA,NA
2025,"SO",2025-04-10 17:00:00,0.72,4.8,23.9,28.5,29,46,8.94,NA,NA,NA,9,0,NA,NA,NA
2025,"SO",2025-04-10 18:00:00,0.65,4.6,22.1,26.6,28,44,8.84,NA,NA,NA,8.3,NA,NA,NA,NA
2025,"SO",2025-04-10 19:00:00,0.55,4.1,21,25,25,46,9.23,NA,NA,NA,7.4,NA,NA,NA,NA
2025,"SO",2025-04-10 20:00:00,0.61,3.5,23.5,26.9,20,49,9.31,NA,NA,NA,7.3,NA,NA,NA,NA
2025,"SO",2025-04-10 21:00:00,0.54,3.4,21.9,25.1,19,52,9.62,NA,NA,NA,8.3,NA,NA,NA,NA
2025,"SO",2025-04-10 22:00:00,0.86,35.7,37.9,73.5,3,52,17.27,NA,NA,NA,8.4,NA,NA,NA,NA
2025,"SO",2025-04-10 23:00:00,0.86,47.9,35.2,83,4,80,21.58,NA,NA,NA,7.6,NA,NA,NA,NA
2025,"SO",2025-04-11,0.83,56,38.9,94.7,4,92,21.07,NA,NA,NA,7.7,NA,NA,NA,NA
2025,"SO",2025-04-11 01:00:00,1.33,84.5,40.2,124.6,4,89,24.42,NA,NA,NA,7.7,NA,NA,NA,NA
2025,"SO",2025-04-11 02:00:00,1.66,92,43.6,135.3,6,106,26.86,NA,NA,NA,7.9,NA,NA,NA,NA
2025,"SO",2025-04-11 03:00:00,1.18,48.2,39.2,87.3,17,148,19.59,NA,NA,NA,13.2,NA,NA,NA,NA
2025,"SO",2025-04-11 04:00:00,0.94,17.5,32.2,49.6,33,103,13.8,NA,NA,NA,8.5,NA,NA,NA,NA
2025,"SO",2025-04-11 05:00:00,0.85,11.4,23.7,35,48,76,13.72,NA,NA,NA,9.5,NA,NA,NA,NA
2025,"SO",2025-04-11 06:00:00,0.78,8,19.7,27.6,64,75,12.35,NA,NA,NA,10.2,NA,NA,NA,NA
2025,"SO",2025-04-11 07:00:00,0.7,7.7,14.4,22,76,84,12.71,NA,NA,NA,10.3,NA,NA,NA,NA
2025,"SO",2025-04-11 08:00:00,0.61,4.9,10.3,15,94,94,10.84,NA,NA,NA,15.9,NA,NA,NA,NA
2025,"SO",2025-04-11 09:00:00,0.5,4.7,6.8,11.3,78,87,8.35,NA,NA,NA,20.3,0,NA,NA,NA
2025,"SO",2025-04-11 10:00:00,0.43,5.2,7.2,12.2,66,65,7.01,NA,NA,NA,7.5,0,NA,NA,NA
2025,"SO",2025-04-11 11:00:00,0.44,4.8,7.3,11.9,64,54,7.43,NA,NA,NA,6.1,0,NA,NA,NA
2025,"SO",2025-04-11 12:00:00,0.53,4.7,7.7,12.1,64,61,8.43,NA,NA,NA,5.9,0,NA,NA,NA
2025,"SO",2025-04-11 13:00:00,0.54,5.6,9.1,14.4,58,57,7.03,NA,NA,NA,7.5,0,NA,NA,NA
2025,"SO",2025-04-11 14:00:00,0.52,3.7,9.9,13.4,54,48,6.02,NA,NA,NA,6.2,0,NA,NA,NA
2025,"SO",2025-04-11 15:00:00,0.54,4.4,8.4,12.5,53,36,6.54,NA,NA,NA,5.4,0,NA,NA,NA
2025,"SO",2025-04-11 16:00:00,0.44,3.7,8.3,11.8,50,43,5.65,NA,NA,NA,5.4,0,NA,NA,NA
2025,"SO",2025-04-11 17:00:00,0.48,3.8,10.7,14.3,40,39,5.88,NA,NA,NA,5.7,0,NA,NA,NA
2025,"SO",2025-04-11 18:00:00,0.49,4,9.1,12.9,40,34,5.71,NA,NA,NA,5.7,0,NA,NA,NA
2025,"SO",2025-04-11 19:00:00,0.53,3.3,13.2,16.3,32,34,6.62,NA,NA,NA,6.1,0,NA,NA,NA
2025,"SO",2025-04-11 20:00:00,0.55,4.8,20.4,24.5,22,38,7.47,NA,NA,NA,7.2,0,NA,NA,NA
2025,"SO",2025-04-11 21:00:00,0.56,3.8,30.4,34,8,42,8.53,NA,NA,NA,9.7,0,NA,NA,NA
2025,"SO",2025-04-11 22:00:00,0.62,3.2,25.8,28.7,12,43,9.29,NA,NA,NA,9.1,0,NA,NA,NA
2025,"SO",2025-04-11 23:00:00,0.72,13.3,29.4,42.6,7,45,13.62,NA,NA,NA,8.3,0,NA,NA,NA
2025,"SO",2025-04-12,0.85,29.4,31,60.3,3,76,15.51,NA,NA,NA,7.6,0,NA,NA,NA
2025,"SO",2025-04-12 01:00:00,1.01,34.1,31.5,65.4,4,83,17.02,NA,NA,NA,7.6,0,NA,NA,NA
2025,"SO",2025-04-12 02:00:00,1.49,70.7,38.3,108.8,6,82,25.59,NA,NA,NA,8.5,0,NA,NA,NA
2025,"SO",2025-04-12 03:00:00,0.81,15,25.1,39.9,25,123,13.87,NA,NA,NA,9,0,NA,NA,NA
2025,"SO",2025-04-12 04:00:00,0.58,7.1,12.5,19.5,48,91,8.55,NA,NA,NA,7.6,0,NA,NA,NA
2025,"SO",2025-04-12 05:00:00,0.69,8.7,18.8,27.4,54,52,8.21,NA,NA,NA,7.2,0,NA,NA,NA
2025,"SO",2025-04-12 06:00:00,0.79,9.2,21.5,30.5,61,50,10.28,NA,NA,NA,8.2,0,NA,NA,NA
2025,"SO",2025-04-12 07:00:00,0.48,4.4,6.4,10.6,73,49,6.96,NA,NA,NA,5.7,0,NA,NA,NA
2025,"SO",2025-04-12 08:00:00,0.48,5.3,5.8,10.4,72,47,7.26,NA,NA,NA,5.3,0,NA,NA,NA
2025,"SO",2025-04-12 09:00:00,0.47,5.1,5.4,9.8,71,54,7.2,NA,NA,NA,5.2,0,NA,NA,NA
2025,"SO",2025-04-12 10:00:00,0.45,3.9,5.5,9.2,72,57,8.32,NA,NA,NA,5.2,0,NA,NA,NA
2025,"SO",2025-04-12 11:00:00,0.46,4.1,5.9,9.9,68,69,8.15,NA,NA,NA,5.2,0,NA,NA,NA
2025,"SO",2025-04-12 12:00:00,0.43,3.9,6.6,10.3,65,67,7.81,NA,NA,NA,5.1,0,NA,NA,NA
2025,"SO",2025-04-12 13:00:00,0.47,3.8,6.4,10,63,58,7.3,NA,NA,NA,5.1,0,NA,NA,NA
2025,"SO",2025-04-12 14:00:00,0.5,3.6,8.1,11.3,59,54,7.6,NA,NA,NA,5.1,0,NA,NA,NA
2025,"SO",2025-04-12 15:00:00,0.56,3.5,10.3,13.5,56,48,7.46,NA,NA,NA,5.4,0,NA,NA,NA
