"año","estacion","date","CO","NO","NO2","NOX","O3","PM10","PM2.5","PRS","RAINF","RH","SO2","SR","TOUT","WSR","WDR"
2024,"NTE2",2023-12-31 18:00:00,5.76,69,54.2,123.3,20,357,347,715,0,52,8.4,0,16.04,4.8,230
2024,"NTE2",2023-12-31 19:00:00,5.83,66.4,54.1,120.5,21,347,NA,715,0,52,8.9,0,16.04,5,225
2024,"NTE2",2023-12-31 20:00:00,4.88,61.6,48.8,110.5,17,705,418,715.1,0,54,7.8,0,15.21,3.3,258
2024,"NTE2",2023-12-31 21:00:00,4.72,51.6,46.5,98,15,520,359,715.2,0,54,6.8,0,15.2,5.8,229
2024,"NTE2",2023-12-31 22:00:00,3.63,35,45.6,80.6,13,424,186,715.3,0,51,6,0,15.54,6.7,219
2024,"NTE2",2023-12-31 23:00:00,3.44,40,42.9,82.8,14,272,153,715.1,0,49,5.8,0,15.55,6.7,239
2024,"NTE2",2024-01-01,2.59,12.2,37.9,50,12,238,104,715.3,0,42,5.7,0,16.14,10.3,231
2024,"NTE2",2024-01-01 01:00:00,2.2,32.2,35.7,67.9,13,115,53,715.9,0,46,4.9,0,14.94,4.2,283
2024,"NTE2",2024-01-01 02:00:00,2.9,59.3,35.7,95,13,116,70,716.5,0,51,4.7,0.005,13.97,4.2,228
2024,"NTE2",2024-01-01 03:00:00,2.32,52.3,35.9,88.1,13,130,42,717.3,0,46,4.8,0.048,15.18,4.8,238
2024,"NTE2",2024-01-01 04:00:00,1.94,45.2,37.5,82.6,14,92,26,717.9,0,39,5.3,0.116,17.95,4.9,286
2024,"NTE2",2024-01-01 05:00:00,1.83,16.1,28.5,44.6,21,71,38,718.5,0,37,5,0.182,19.03,5.2,15
2024,"NTE2",2024-01-01 06:00:00,1.44,8.9,15.3,24.2,34,81,30,718.5,0,31,5.5,0.24,21.41,7.3,26
2024,"NTE2",2024-01-01 07:00:00,1.25,8.4,14,22.4,41,35,19,717.9,0,33,5.7,0.283,22.49,8.4,16
2024,"NTE2",2024-01-01 08:00:00,1.26,9.5,13.2,22.6,39,35,24,717.2,0,38,5.4,0.222,22.49,9.4,27
2024,"NTE2",2024-01-01 09:00:00,1.25,9.3,13.3,22.5,41,31,7,716.6,0,39,5.1,0.268,23.57,7.8,38
2024,"NTE2",2024-01-01 10:00:00,1.26,9.6,14.1,23.7,38,21,NA,716.5,0,42,4.7,0.167,23.1,9.1,33
2024,"NTE2",2024-01-01 11:00:00,1.35,13.6,20,33.5,31,23,14,716.7,0,48,4.9,0.068,21.84,10.1,13
2024,"NTE2",2024-01-01 12:00:00,1.46,15.5,22.6,38.1,27,39,9,716.9,0,54,4.4,0.016,20.33,11,21
2024,"NTE2",2024-01-01 13:00:00,1.42,12.4,21,33.4,26,43,12,717.4,0,59,3.7,0,18.58,11,31
2024,"NTE2",2024-01-01 14:00:00,1.42,7.4,25.1,32.5,20,37,6,717.6,0,62,3.4,0,17.39,8.3,57
2024,"NTE2",2024-01-01 15:00:00,1.42,9,21.9,30.9,25,40,6,717.7,0,65,3.8,0,18.05,9.5,72
2024,"NTE2",2024-01-01 16:00:00,1.26,5.4,18.8,24.2,31,32,4,717.6,0,64,3.4,0,18.07,10.8,80
2024,"NTE2",2024-01-01 17:00:00,1.33,5.3,19,24.2,31,28,4,717.4,0,63,4.6,0,17.54,10,74
2024,"NTE2",2024-01-01 18:00:00,1.28,3.9,16.1,20,33,28,12,716.9,0,68,6.8,0,16.55,9,83
2024,"NTE2",2024-01-01 19:00:00,1.3,3.8,13.2,17,30,29,14,716.9,0,75,5.2,0,16.08,9.4,61
2024,"NTE2",2024-01-01 20:00:00,1.3,3.5,12.2,15.7,25,35,17,717.1,0,82,3.4,0,15.33,7.3,81
2024,"NTE2",2024-01-01 21:00:00,1.24,3.7,11.8,15.3,22,28,16,716.8,0,85,3.3,0,14.55,6.3,61
2024,"NTE2",2024-01-01 22:00:00,1.24,4.5,11.7,16.1,21,24,9,716.3,0,86,3.1,0,14.52,7.1,37
2024,"NTE2",2024-01-01 23:00:00,1.23,7.6,14.7,22.3,18,34,14,716,0,86,3,0,14.12,8.3,18
2024,"NTE2",2024-01-02,1.33,25.5,20.7,46.2,12,44,25,715.6,0,87,3,0,14.01,7.5,32
2024,"NTE2",2024-01-02 01:00:00,1.52,44.5,22.7,67.2,12,32,16,715.8,0.01,88,3.1,0,13.98,7.7,11
2024,"NTE2",2024-01-02 02:00:00,1.77,54.5,22.3,76.8,11,31,14,716.1,0,88,3.2,0,14.11,7.8,4
2024,"NTE2",2024-01-02 03:00:00,1.91,68.3,23,91.3,11,26,14,715.9,0,89,3.2,0.006,14.12,8.3,18
2024,"NTE2",2024-01-02 04:00:00,1.99,82.4,22.9,105.3,11,20,18,715.9,0,89,3.2,0.014,14.2,7.3,12
2024,"NTE2",2024-01-02 05:00:00,2.06,79.6,21.6,101.2,11,31,15,715.8,0,89,3.2,0.022,14.47,7.9,14
2024,"NTE2",2024-01-02 06:00:00,2.18,96.4,23.1,119.5,11,33,13,715.4,0.01,89,3.3,0.03,14.69,6.2,24
2024,"NTE2",2024-01-02 07:00:00,2.14,71.5,21.8,93.3,12,65,25,714.4,0,88,3.3,0.067,15.12,5.6,31
2024,"NTE2",2024-01-02 08:00:00,1.93,66.6,23.8,90.4,12,121,27,713.7,0,86,3.6,0.039,15.61,8.7,19
2024,"NTE2",2024-01-02 09:00:00,1.72,27.1,20.2,47.3,15,107,42,712.7,0,84,3.8,0.105,16.04,5.7,61
2024,"NTE2",2024-01-02 10:00:00,1.68,42.1,27,69.1,16,64,33,712.3,0,79,4.1,0.094,17.19,6.3,38
2024,"NTE2",2024-01-02 11:00:00,1.88,43.4,31.1,74.5,15,82,44,712.4,0,75,3.8,0.045,17.26,6,32
2024,"NTE2",2024-01-02 12:00:00,2.11,61.4,37.5,98.9,14,86,42,712.7,0,75,3.7,0.006,17.04,6.5,11
2024,"NTE2",2024-01-02 13:00:00,2.25,52.2,37.3,89.4,13,94,33,713,0,74,3.5,0,17.04,4.7,12
2024,"NTE2",2024-01-02 14:00:00,1.92,25.3,35.8,61.1,12,88,33,713.3,0,74,3.2,0,16.76,3.5,34
2024,"NTE2",2024-01-02 15:00:00,2.03,74,28,102,11,73,28,713.6,0,78,3.3,0,15.79,4.2,19
2024,"NTE2",2024-01-02 16:00:00,2.13,93.5,22.4,115.9,11,105,15,714,0,81,3.3,0,14.68,5.7,23
2024,"NTE2",2024-01-02 17:00:00,1.97,74.5,20,94.6,11,125,15,714.3,0,83,3.3,0,13.65,6.5,20
2024,"NTE2",2024-01-02 18:00:00,1.69,51.8,20.6,72.4,11,99,14,714.5,0,84,3,0,12.87,5.7,16
2024,"NTE2",2024-01-02 19:00:00,1.45,31.9,20.5,52.4,11,71,8,714.5,0,84,2.9,0,12.48,4.7,18
2024,"NTE2",2024-01-02 20:00:00,1.4,48.3,19.5,67.8,NA,42,11,714.6,0,85,2.9,0,11.58,7,30
2024,"NTE2",2024-01-02 21:00:00,1.25,14.8,15.8,30.6,14,61,11,714.9,0,87,2.7,0,11.44,9.1,15
2024,"NTE2",2024-01-02 22:00:00,1.17,12.7,13.5,26.1,15,34,12,715.3,0,87,2.7,0,11.76,5.9,31
2024,"NTE2",2024-01-02 23:00:00,1.25,14.1,14.2,28.2,14,28,8,715.6,0,86,2.7,0,11.46,6.8,21
2024,"NTE2",2024-01-03,1.29,38.5,19.9,58.4,12,22,NA,715.9,0,86,2.8,0,11.36,7.8,8
2024,"NTE2",2024-01-03 01:00:00,1.44,40.5,19.5,60,13,39,24,716.3,0,86,2.9,0,11.52,9.9,5
2024,"NTE2",2024-01-03 02:00:00,1.7,54.4,20.8,75.2,13,40,NA,716.7,0,85,3,0.005,11.68,6.2,NA
2024,"NTE2",2024-01-03 03:00:00,2.11,36.7,21,57.7,13,60,NA,717.2,0,85,2.9,0.034,12.26,4.1,194
2024,"NTE2",2024-01-03 04:00:00,2.08,26.8,23.3,50.1,18,62,6,717.6,0,81,3,0.121,14.57,3.6,195
2024,"NTE2",2024-01-03 05:00:00,2.75,67.6,33.8,101.4,17,65,25,717.6,0,68,3.4,0.189,16.46,6.9,9
2024,"NTE2",2024-01-03 06:00:00,2.46,43.6,31,74.5,23,118,32,717.2,0,62,3.4,0.281,17.51,7.6,8
2024,"NTE2",2024-01-03 07:00:00,1.72,26.9,24.1,51,29,96,20,716.3,0,55,3.2,0.355,18.53,8.7,23
2024,"NTE2",2024-01-03 08:00:00,1.47,20.6,22.7,43.3,37,61,9,715.2,0,46,3.1,0.358,20.07,7.5,17
2024,"NTE2",2024-01-03 09:00:00,1.35,14.9,18.5,33.4,42,50,10,714.5,0,41,3.1,0.324,20.6,8.4,39
2024,"NTE2",2024-01-03 10:00:00,1.29,9.3,17.8,27.1,46,32,10,714.4,0,39,3.2,0.25,21.17,8,45
2024,"NTE2",2024-01-03 11:00:00,1.37,12.4,25.3,37.6,40,33,12,714.5,0,40,3.3,0.14,20.93,8,57
2024,"NTE2",2024-01-03 12:00:00,1.39,5.4,28.7,34.2,37,46,21,714.9,0,50,7.2,0.022,18.69,10,96
2024,"NTE2",2024-01-03 13:00:00,1.35,4.6,27.3,31.9,32,55,11,715.5,0,57,6.5,0,17.11,10.8,99
2024,"NTE2",2024-01-03 14:00:00,1.35,4.6,23.1,27.6,33,44,3,716.1,0,57,3.4,0,16.19,11.2,96
2024,"NTE2",2024-01-03 15:00:00,1.32,4.8,24.5,29.4,29,34,NA,716.4,0,58,3.1,0,15.37,10.4,92
2024,"NTE2",2024-01-03 16:00:00,1.34,4.9,18.3,23.2,35,35,3,716.4,0,54,4.1,0,14.81,11.5,109
2024,"NTE2",2024-01-03 17:00:00,1.33,4,21.7,25.7,37,49,2,716.3,0,56,3.3,0,14.46,10,92
2024,"NTE2",2024-01-03 18:00:00,1.42,4.2,20.2,24.4,34,27,9,716,0,57,3.2,0,14.23,9.2,93
2024,"NTE2",2024-01-03 19:00:00,1.39,4.1,21.1,25.1,35,22,13,715.7,0,59,3.2,0,14.09,8.8,86
2024,"NTE2",2024-01-03 20:00:00,1.3,6.2,21.2,27.4,28,28,11,715.3,0,63,3.5,0,12.71,10.2,55
2024,"NTE2",2024-01-03 21:00:00,1.25,6.1,16.5,22.5,26,28,9,715.1,0,71,4.2,0,11.03,10.4,52
2024,"NTE2",2024-01-03 22:00:00,1.25,6.2,13,19.2,26,26,13,715,0,82,3.6,0,9.62,9.4,63
2024,"NTE2",2024-01-03 23:00:00,1.25,7.4,13.1,20.4,24,30,9,714.9,0,85,2.8,0,9.1,7.8,56
2024,"NTE2",2024-01-04,1.23,9.3,15,24.2,23,26,3,714.6,0,86,2.6,0,8.86,6.6,70
2024,"NTE2",2024-01-04 01:00:00,1.31,12.3,19.7,32,18,22,13,714.6,0,86,2.7,0,8.87,6.7,56
2024,"NTE2",2024-01-04 02:00:00,1.45,26.4,21.5,47.8,16,29,18,714.8,0,86,3,0.001,8.88,6.8,46
2024,"NTE2",2024-01-04 03:00:00,1.46,14.6,19.7,34.3,20,54,19,715,0,86,2.8,0.008,8.67,7.6,56
2024,"NTE2",2024-01-04 04:00:00,1.45,18,20.9,38.9,18,39,13,714.9,0,86,2.8,0.015,8.7,6.4,71
2024,"NTE2",2024-01-04 05:00:00,1.37,13.5,19,32.5,19,40,16,714.6,0,86,2.7,0.027,8.84,6.9,76
2024,"NTE2",2024-01-04 06:00:00,1.45,23.9,22,45.9,18,33,9,713.8,0,85,2.8,0.048,9.64,7,59
2024,"NTE2",2024-01-04 07:00:00,1.65,45.1,23.9,69,18,35,12,713,0,83,2.9,0.044,9.93,8.7,32
2024,"NTE2",2024-01-04 08:00:00,1.67,27.1,22.5,49.6,21,34,8,711.6,0,82,2.8,0.061,10.49,7,60
2024,"NTE2",2024-01-04 09:00:00,1.49,20.5,22.4,42.9,21,23,12,710.9,0,80,2.8,0.074,10.95,7.7,64
2024,"NTE2",2024-01-04 10:00:00,1.45,13.5,20.1,33.6,22,28,9,710.6,0,79,2.9,0.056,11.12,7.8,78
2024,"NTE2",2024-01-04 11:00:00,1.48,22.5,24.4,46.9,19,28,15,710.3,0,80,5.3,0.033,11.21,6.2,54
2024,"NTE2",2024-01-04 12:00:00,1.62,31.1,27.5,58.6,16,34,13,710.1,0,81,4.9,0.006,11.16,5.4,33
2024,"NTE2",2024-01-04 13:00:00,1.82,43.8,31.5,75.3,13,35,18,710,0,81,4.4,0,11.31,5.5,354
2024,"NTE2",2024-01-04 14:00:00,1.84,42.3,32,74.3,12,45,18,709.9,0,81,4.2,0,11.65,4.8,345
2024,"NTE2",2024-01-04 15:00:00,2.05,55.3,32.1,87.4,12,48,19,710,0,82,3.5,0,11.75,5.9,355
2024,"NTE2",2024-01-04 16:00:00,2.41,58.7,31.2,89.9,12,51,20,710.1,0,85,3.4,0,11.9,5.1,354
2024,"NTE2",2024-01-04 17:00:00,2.12,33,28.4,61.3,13,60,26,710.5,0,86,3.1,0,12.3,5.7,335
2024,"NTE2",2024-01-04 18:00:00,1.73,27.7,28.7,56.3,13,36,11,710.9,0,86,3,0,12.52,6.1,317
2024,"NTE2",2024-01-04 19:00:00,1.47,14.9,22.1,37,17,47,15,710.9,0,85,2.9,0,12.72,7.5,294
2024,"NTE2",2024-01-04 20:00:00,1.36,9.8,21.3,31.1,15,45,24,711,0,79,2.9,0,13.11,6.7,48
2024,"NTE2",2024-01-04 21:00:00,1.31,15.3,16.3,31.6,18,44,15,711.1,0,81,2.9,0,12.09,9,28
2024,"NTE2",2024-01-04 22:00:00,1.22,9.5,16,25.6,21,29,5,710.9,0,75,3,0,12.53,10.1,356
2024,"NTE2",2024-01-04 23:00:00,1.26,10.1,17.8,27.8,21,32,16,710.9,0,71,3,0,12.26,8.6,359
2024,"NTE2",2024-01-05,1.3,14.4,23.3,37.7,16,33,10,710.9,0,75,2.8,0,11.27,6.3,5
2024,"NTE2",2024-01-05 01:00:00,1.43,24.6,25.4,50,14,29,5,711.1,0,73,2.9,0,11.26,5.6,73
2024,"NTE2",2024-01-05 02:00:00,1.56,30.4,27.2,57.5,12,41,11,711.3,0,77,2.8,0.004,10.51,4.7,93
2024,"NTE2",2024-01-05 03:00:00,1.91,80.4,28.9,109.3,15,51,3,711.7,0,66,3.4,0.055,13.69,6.7,13
2024,"NTE2",2024-01-05 04:00:00,2.03,50.4,27.8,78.2,19,75,16,712.1,0,56,3.4,0.152,16.22,7.3,38
2024,"NTE2",2024-01-05 05:00:00,1.62,27,22.6,49.6,26,71,51,712,0,47,3.5,0.248,18.21,9.2,339
2024,"NTE2",2024-01-05 06:00:00,1.67,27.7,22.9,50.6,30,48,NA,711.6,0,44,3.4,0.319,19.44,7.8,53
2024,"NTE2",2024-01-05 07:00:00,1.54,18.6,19.6,38.2,38,55,NA,710.8,0,39,3.2,0.358,20.37,8.4,43
2024,"NTE2",2024-01-05 08:00:00,1.38,13.2,17.4,30.6,43,49,NA,710,0,33,3.1,0.364,21.89,6.7,42
2024,"NTE2",2024-01-05 09:00:00,1.37,14.1,19.8,33.9,46,48,2,709.5,0,32,3.1,0.328,22.77,7.5,66
2024,"NTE2",2024-01-05 10:00:00,1.3,5.3,13.4,18.7,51,54,3,709.4,0,30,3.1,0.259,22.52,8.4,93
2024,"NTE2",2024-01-05 11:00:00,1.26,5,20,25,49,46,3,709.4,0,30,3.1,0.16,22.73,7.4,105
2024,"NTE2",2024-01-05 12:00:00,1.38,3.9,26.1,30,48,54,11,709.7,0,35,3.1,0.045,20.93,8.1,106
2024,"NTE2",2024-01-05 13:00:00,1.44,5.5,32.2,37.7,32,75,5,710.1,0,40,3.5,0,18.72,8.4,92
2024,"NTE2",2024-01-05 14:00:00,1.57,11.9,32.8,44.6,25,55,NA,710.7,0,41,3.5,0,17.39,8.7,74
2024,"NTE2",2024-01-05 15:00:00,1.38,4.1,25.7,29.9,33,45,NA,711,0,39,2.7,0,16.9,8.4,96
2024,"NTE2",2024-01-05 16:00:00,1.34,4,30.9,34.9,24,33,NA,711.3,0,43,3.3,0,16.12,4,170
2024,"NTE2",2024-01-05 17:00:00,1.29,17.5,37.3,54.8,16,55,9,711.2,0,51,4.2,0,14.75,2,279
2024,"NTE2",2024-01-05 18:00:00,1.52,50,41.1,91,12,49,2,710.9,0,52,5.2,0,14.24,2.5,301
2024,"NTE2",2024-01-05 19:00:00,2.02,84.1,43,127.1,13,61,18,710.7,0,51,4,0,13.92,4.6,5
2024,"NTE2",2024-01-05 20:00:00,2.18,103.6,42.4,146.1,13,86,18,710.5,0,57,3.7,0,12.56,3.3,26
2024,"NTE2",2024-01-05 21:00:00,2.28,135.9,42.8,178.8,13,122,30,710.4,0,60,4.3,0,11.96,4.9,21
2024,"NTE2",2024-01-05 22:00:00,2.04,91,38.8,129.9,12,148,30,710.5,0,61,4,0,11.44,2.7,332
2024,"NTE2",2024-01-05 23:00:00,1.83,70.4,34.8,105.2,12,100,22,710.5,0,63,3.7,0,11.19,3,244
2024,"NTE2",2024-01-06,1.84,112.2,36.3,148.6,12,136,28,710.1,0,64,4.3,0,11.14,3.5,270
2024,"NTE2",2024-01-06 01:00:00,2.31,167.1,37.5,204.7,12,142,35,710.8,0,66,4.5,0,10.73,3.3,1
2024,"NTE2",2024-01-06 02:00:00,2.27,113.7,33.3,147.1,12,145,23,711.3,0,66,4.2,0.008,10.85,4.5,241
2024,"NTE2",2024-01-06 03:00:00,2.43,94,35,129.1,13,128,18,712,0,58,4.7,0.075,13.66,6,252
2024,"NTE2",2024-01-06 04:00:00,2.35,71.5,39.6,111,17,133,32,712.7,0,47,6.4,0.16,16.46,6.8,316
2024,"NTE2",2024-01-06 05:00:00,2.12,64.4,39.5,103.9,20,125,31,712.8,0,43,6.3,0.247,17.72,8.9,11
2024,"NTE2",2024-01-06 06:00:00,1.8,33.5,31.2,64.7,31,112,28,712.3,0,37,6,0.319,19.67,7.3,20
2024,"NTE2",2024-01-06 07:00:00,1.6,14.7,25,39.7,42,70,24,711.4,0,36,5.6,0.35,20.69,7.3,65
2024,"NTE2",2024-01-06 08:00:00,1.54,14.8,27.1,41.9,46,57,27,710.7,0,37,5.3,0.337,20.86,8.3,54
2024,"NTE2",2024-01-06 09:00:00,1.48,14.6,28.7,43.3,47,59,24,710.5,0,34,6,0.276,21.63,7.5,42
2024,"NTE2",2024-01-06 10:00:00,1.55,15.4,31.3,46.7,45,55,27,710.6,0,35,7.8,0.195,21.56,7.6,38
2024,"NTE2",2024-01-06 11:00:00,1.51,10.9,29.9,40.8,50,56,17,711.1,0,36,15.6,0.124,21.7,6,62
2024,"NTE2",2024-01-06 12:00:00,1.46,4.9,33.7,38.6,48,60,30,711.9,0,40,18.9,0.036,20.02,5.7,65
2024,"NTE2",2024-01-06 13:00:00,1.5,5.5,41.8,47.3,34,62,23,712.7,0,45,18,0,18.8,4.1,74
2024,"NTE2",2024-01-06 14:00:00,2.13,57.2,56.6,113.7,14,69,23,713.5,0,49,13.6,0,18.19,4.9,18
2024,"NTE2",2024-01-06 15:00:00,2.86,89.8,52.4,142.3,13,119,33,714.4,0,51,8.2,0,17.81,6.2,11
2024,"NTE2",2024-01-06 16:00:00,2.7,63.3,46.6,109.9,12,141,33,715,0,50,5.5,0,17.29,4.3,12
2024,"NTE2",2024-01-06 17:00:00,2.34,70.9,45.7,116.7,13,103,28,715.1,0,51,4.8,0,16.57,3.9,42
2024,"NTE2",2024-01-06 18:00:00,2.19,33.6,42.3,75.8,12,112,32,715,0,52,4.4,0,15.99,1.9,158
2024,"NTE2",2024-01-06 19:00:00,2.2,66.8,41.1,107.9,12,75,13,715,0,54,4.2,0,15.63,3.1,23
2024,"NTE2",2024-01-06 20:00:00,2.22,54.3,41.7,95.9,12,84,23,715,0,55,3.9,0,15.33,4,49
2024,"NTE2",2024-01-06 21:00:00,2.48,52.6,39.2,91.8,NA,86,30,714.8,0,58,4.3,0,14.71,2.6,28
2024,"NTE2",2024-01-06 22:00:00,1.89,29.6,39.8,69.4,NA,93,24,714.6,0,58,6.6,0,14.53,2.1,27
2024,"NTE2",2024-01-06 23:00:00,1.84,47.7,39.4,87.1,NA,59,20,714.7,0,60,5.9,0,13.98,5.4,25
2024,"NTE2",2024-01-07,1.56,26.2,36.7,62.8,NA,66,16,714.9,0,58,6.1,0,13.94,6.6,19
2024,"NTE2",2024-01-07 01:00:00,1.62,43.8,36.5,80.3,NA,49,13,715,0,59,6.5,0,13.75,5.8,22
2024,"NTE2",2024-01-07 02:00:00,1.67,36.4,35.9,72.3,13,50,14,715.1,0,63,10.3,0.002,13.48,7.2,14
2024,"NTE2",2024-01-07 03:00:00,1.62,36.4,33.6,70.1,16,42,6,715.3,0,67,6.7,0.025,13.67,7.8,24
2024,"NTE2",2024-01-07 04:00:00,1.58,27.8,29.4,57.2,21,44,8,715.6,0,66,6.4,0.088,14.09,9,35
2024,"NTE2",2024-01-07 05:00:00,1.51,23.9,26.8,50.7,22,47,17,715.5,0,70,7.1,0.084,14.29,8.6,34
2024,"NTE2",2024-01-07 06:00:00,1.57,20,25.1,45.1,24,51,20,714.6,0,75,5.9,0.077,14.43,8.7,40
2024,"NTE2",2024-01-07 07:00:00,1.46,16.5,22,38.5,24,43,16,713.4,0,75,9.1,0.059,14.79,10.8,46
2024,"NTE2",2024-01-07 08:00:00,1.43,14.4,21,35.4,24,48,16,712.4,0,78,5.5,0.023,14.84,9.6,59
2024,"NTE2",2024-01-07 09:00:00,1.64,35,29.1,64.2,17,38,20,711.4,0,77,5.9,0.033,15.41,8.7,37
2024,"NTE2",2024-01-07 10:00:00,1.96,34.2,32.3,66.5,16,52,17,710.7,0,75,5.8,0.025,16.08,8.6,43
2024,"NTE2",2024-01-07 11:00:00,2.12,57.3,37.5,94.8,13,57,21,710.5,0,73,5.1,0.015,16.45,9,32
2024,"NTE2",2024-01-07 12:00:00,2.09,24,33.1,57.1,19,81,23,710.2,0,70,4.2,0.004,17.16,8.6,57
2024,"NTE2",2024-01-07 13:00:00,1.58,6.4,22.8,29.3,30,61,8,709.8,0,70,3.7,0,17.67,10.4,86
2024,"NTE2",2024-01-07 14:00:00,1.48,4.5,17.5,22,35,42,13,709.3,0,71,3.6,0,17.46,12.9,93
2024,"NTE2",2024-01-07 15:00:00,1.42,4.8,15.2,20,34,52,6,709,0,72,3.3,0,17.2,11.7,98
2024,"NTE2",2024-01-07 16:00:00,1.33,4,14.9,18.9,32,33,7,708.7,0,75,3.1,0,16.75,9.9,99
2024,"NTE2",2024-01-07 17:00:00,1.39,5,17.1,22,29,27,8,708.4,0,76,3,0,16.57,6.5,77
2024,"NTE2",2024-01-07 18:00:00,1.42,4.5,17,21.5,28,22,9,707.6,0,77,3,0,16.25,5.6,98
2024,"NTE2",2024-01-07 19:00:00,1.44,8,24.3,32.3,17,26,NA,706.6,0,79,2.9,0,15.63,3,293
2024,"NTE2",2024-01-07 20:00:00,1.44,16.4,26.6,43,15,31,NA,705.6,0,80,2.9,0,15.63,4.1,355
2024,"NTE2",2024-01-07 21:00:00,1.41,11.5,24.3,35.8,15,39,NA,704.9,0,80,2.9,0,15.38,3.8,307
2024,"NTE2",2024-01-07 22:00:00,1.5,11.4,24.3,35.7,14,35,NA,704.4,0,81,2.8,0,14.64,4.1,297
2024,"NTE2",2024-01-07 23:00:00,1.49,19.1,26,45.1,12,33,NA,704.1,0,82,2.8,0,14.2,5,253
2024,"NTE2",2024-01-08,1.57,33.4,25.8,59.2,12,43,2,704,0,83,2.9,0,13.86,3.3,270
2024,"NTE2",2024-01-08 01:00:00,1.64,44.1,24.8,69,12,45,4,704,0,84,2.9,0,13.34,3.3,223
2024,"NTE2",2024-01-08 02:00:00,1.94,100.3,27.6,128,12,44,9,704,0,85,3.4,0.004,12.99,4.7,214
2024,"NTE2",2024-01-08 03:00:00,2.52,127,33,160.2,13,85,27,704.4,0,81,4,0.057,15.71,3.6,268
2024,"NTE2",2024-01-08 04:00:00,2.54,103.2,41.5,144.8,14,120,19,704.8,0,68,6.6,0.154,19.31,4.6,225
2024,"NTE2",2024-01-08 05:00:00,2.64,142.4,55.5,197.9,15,117,41,704.5,0,55,15.6,0.245,22.58,5.5,329
2024,"NTE2",2024-01-08 06:00:00,2.84,73.7,63.3,137,22,173,50,703.8,0,47,8.6,0.322,24.4,7.5,35
2024,"NTE2",2024-01-08 07:00:00,2.48,41.8,59.9,101.6,34,147,46,702.8,0,41,6.3,0.362,25.91,9,43
2024,"NTE2",2024-01-08 08:00:00,1.87,15.4,33.4,48.8,44,158,18,701.7,0,30,4.9,0.37,28.08,9.5,88
2024,"NTE2",2024-01-08 09:00:00,1.72,16.5,31.6,48.1,47,97,11,701,0,23,5.7,0.334,29.73,9.9,60
2024,"NTE2",2024-01-08 10:00:00,1.61,15.6,33.7,49.3,46,79,24,700.9,0,25,9.6,0.215,29.78,9.1,68
2024,"NTE2",2024-01-08 11:00:00,1.54,8.2,29.5,37.8,48,70,18,700.8,0,23,7.6,0.16,30.22,8.5,96
2024,"NTE2",2024-01-08 12:00:00,1.61,26.6,49.1,75.6,27,67,22,701.3,0,21,8.4,0.053,29.12,5,63
2024,"NTE2",2024-01-08 13:00:00,1.87,28,25.3,53.3,28,71,24,703.3,0,36,4.6,0,21.74,24.1,4
2024,"NTE2",2024-01-08 14:00:00,1.42,14.4,15.7,30.1,34,390,2,705.4,0,35,3.1,0,17.9,22,359
2024,"NTE2",2024-01-08 15:00:00,1.32,16.4,19.7,36.1,31,233,NA,706.9,0,31,3.2,0,16.53,16.4,NA
2024,"NTE2",2024-01-08 16:00:00,1.24,15.3,17.5,32.7,33,185,NA,708.6,0,28,3.3,0,15.58,17,13
2024,"NTE2",2024-01-08 17:00:00,1.26,13.2,18.4,31.6,33,178,NA,710.1,0,26,3.3,0,14.8,14.4,15
2024,"NTE2",2024-01-08 18:00:00,1.19,11.2,16.2,27.3,34,87,NA,711.3,0,27,3.3,0,13.85,14.3,11
2024,"NTE2",2024-01-08 19:00:00,1.18,11.7,18.9,30.6,31,70,9,711.9,0,28,3.8,0,13.53,10.2,7
2024,"NTE2",2024-01-08 20:00:00,1.29,16.1,33.5,49.5,16,81,4,712.3,0,30,5.1,0,13.02,4.4,294
2024,"NTE2",2024-01-08 21:00:00,1.32,24.3,36.1,60.3,12,78,3,712.2,0,31,4.2,0,11.84,3.2,3
2024,"NTE2",2024-01-08 22:00:00,1.19,4.5,19.1,23.6,28,88,5,712.1,0,22,2.8,0,11.58,4.3,53
2024,"NTE2",2024-01-08 23:00:00,1.18,11.9,20.4,32.3,29,113,4,712.3,0,21,3.9,0,12.92,8,327
2024,"NTE2",2024-01-09,1.27,9.2,28.5,37.6,22,118,14,712.9,0,21,2.8,0,12.11,5.7,97
2024,"NTE2",2024-01-09 01:00:00,1.42,19.4,36.9,56.3,14,126,12,713.7,0,21,3,0,11.54,5.3,134
2024,"NTE2",2024-01-09 02:00:00,1.62,38.8,36.3,75,13,143,18,714.4,0,30,3.5,0.003,11.21,6.1,155
2024,"NTE2",2024-01-09 03:00:00,1.65,44.8,33.9,78.7,15,157,13,715.2,0,32,4,0.055,11.96,5.8,133
2024,"NTE2",2024-01-09 04:00:00,1.58,21.2,27,48.2,24,165,15,715.9,0,23,3.7,0.139,13.82,6.2,120
2024,"NTE2",2024-01-09 05:00:00,1.46,26,27,52.9,27,152,17,715.8,0,20,3.6,0.25,16.08,5.6,79
2024,"NTE2",2024-01-09 06:00:00,1.47,22.1,25.5,47.6,31,129,30,715.2,0,18,3.5,0.319,17.04,6.8,86
2024,"NTE2",2024-01-09 07:00:00,1.38,16.1,21.5,37.7,37,127,31,714.2,0,18,3.6,0.344,17.44,7.2,72
